READING_MEANING_MEANING_POL,obszar wiejski,,,,,
END,閭,,,,,
,,,,,,
,,,,,,
BEGIN,朽,1763,,,,
CODE_POINT,ucs,673d,,,,
CODE_POINT,jis208,1-21-64,,,,
RADICAL,classical,75,,,,
MISC,8,6,,1891,,1
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,2175,,
DICTIONARY_NUMBER,nelson_n,-,-,2545,,
DICTIONARY_NUMBER,halpern_njecd,-,-,821,,
DICTIONARY_NUMBER,halpern_kkd,-,-,1015,,
DICTIONARY_NUMBER,halpern_kkld,-,-,550,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,727,,
DICTIONARY_NUMBER,heisig,-,-,1243,,
DICTIONARY_NUMBER,heisig6,-,-,1331,,
DICTIONARY_NUMBER,gakken,-,-,1827,,
DICTIONARY_NUMBER,oneill_names,-,-,419,,
DICTIONARY_NUMBER,oneill_kk,-,-,1683,,
DICTIONARY_NUMBER,moro,6,0069,14439,,
DICTIONARY_NUMBER,henshall,-,-,1150,,
DICTIONARY_NUMBER,sh_kk,-,-,1628,,
DICTIONARY_NUMBER,sh_kk2,-,-,1738,,
DICTIONARY_NUMBER,jf_cards,-,-,1417,,
DICTIONARY_NUMBER,tutt_cards,-,-,1080,,
DICTIONARY_NUMBER,kanji_in_context,-,-,1787,,
DICTIONARY_NUMBER,kodansha_compact,-,-,1069,,
DICTIONARY_NUMBER,maniette,-,-,1251,,
QUERY_CODE,skip,-,1-4-2,,,
QUERY_CODE,sh_desc,-,4a2.6,,,
QUERY_CODE,four_corner,-,4192.7,,,
QUERY_CODE,deroo,-,1852,,,
QUERY_CODE,skip,stroke_count,1-4-3,,,
READING_MEANING_NANONI,くつ,,,,,
READING_MEANING_READING,キュウ,く.ちる,,,,
READING_MEANING_MEANING_ENG,"decay
rot
remain in seclusion",,,,,
READING_MEANING_MEANING_POL,"rozkładanie się
gnicie
psucie się
pozostanie w odosobnieniu",,,,,
END,朽,,,,,
,,,,,,
,,,,,,
BEGIN,醃,10233,,,,
CODE_POINT,ucs,9183,,,,
CODE_POINT,jis212,1-66-69,,,,
CODE_POINT,jis213,1-92-87,,,,
RADICAL,classical,164,,,,
MISC,-,15,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,39896,,
QUERY_CODE,skip,-,1-7-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"エン
アン
オン",,,,,
READING_MEANING_MEANING_ENG,"marinate
pickle
salt",,,,,
READING_MEANING_MEANING_POL,"marynowanie
zamarynowanie
marynata
zalewa
pikle
sól",,,,,
END,醃,,,,,
,,,,,,
,,,,,,
BEGIN,攼,7779,,,,
CODE_POINT,ucs,653c,,,,
CODE_POINT,jis212,1-33-40,,,,
RADICAL,classical,66,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,13122,,
QUERY_CODE,skip,-,1-3-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,カン,"もと.める
え.る
と.める",,,,
END,攼,,,,,
,,,,,,
,,,,,,
BEGIN,哮,4323,,,,
CODE_POINT,ucs,54ee,,,,
CODE_POINT,jis208,1-51-12,,,,
RADICAL,classical,30,,,,
MISC,-,10,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,926,,
DICTIONARY_NUMBER,nelson_n,-,-,804,,
DICTIONARY_NUMBER,moro,2,1016,3659,,
QUERY_CODE,skip,-,1-3-7,,,
QUERY_CODE,sh_desc,-,3d6.3,,,
QUERY_CODE,four_corner,-,6404.7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,コウ,"た.ける
ほ.える",,,,
READING_MEANING_MEANING_ENG,"roar
howl
growl
bellow",,,,,
READING_MEANING_MEANING_POL,"ryk
wycie
ryczenie
wrzeszczenie
ryknięcie
warczenie",,,,,
END,哮,,,,,
,,,,,,
,,,,,,
BEGIN,跫,5854,,,,
CODE_POINT,ucs,8deb,,,,
CODE_POINT,jis208,1-76-79,,,,
RADICAL,classical,157,,,,
MISC,-,13,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,4555,,
DICTIONARY_NUMBER,nelson_n,-,-,5870,,
DICTIONARY_NUMBER,oneill_names,-,-,2008,,
DICTIONARY_NUMBER,moro,10,0915,37519,,
QUERY_CODE,skip,-,2-6-7,,,
QUERY_CODE,sh_desc,-,7d6.9,,,
QUERY_CODE,four_corner,-,1780.1,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,キョウ,,,,,
READING_MEANING_MEANING_ENG,sound of footsteps,,,,,
READING_MEANING_MEANING_POL,odgłos kroków,,,,,
END,跫,,,,,
,,,,,,
,,,,,,
BEGIN,醔,7286,,,,
CODE_POINT,ucs,9194,,,,
CODE_POINT,jis212,1-66-76,,,,
RADICAL,classical,164,,,,
MISC,-,16,jis208|1-29-22,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,39942,,
QUERY_CODE,skip,-,2-9-7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"シュウ
ジュ","おさ
ふるざけ
さけのつかさ",,,,
END,醔,,,,,
,,,,,,
,,,,,,
BEGIN,箉,8483,,,,
CODE_POINT,ucs,7b89,,,,
CODE_POINT,jis212,1-50-21,,,,
RADICAL,classical,118,,,,
MISC,-,14,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,26120,,
QUERY_CODE,skip,-,2-6-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"カイ
ゲ",,,,,
END,箉,,,,,
,,,,,,
,,,,,,
BEGIN,怤,11081,,,,
CODE_POINT,ucs,6024,,,,
CODE_POINT,jis212,1-29-58,,,,
CODE_POINT,jis213,2-12-41,,,,
RADICAL,classical,61,,,,
MISC,-,9,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10474,,
QUERY_CODE,skip,-,2-5-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,フ,"おも.う
よろこ.ぶ",,,,
READING_MEANING_MEANING_ENG,"think
look forward to",,,,,
READING_MEANING_MEANING_POL,"myślenie
sądzenie
uważanie
oczekiwanie
wyczekiwanie",,,,,
END,怤,,,,,
,,,,,,
,,,,,,
BEGIN,恫,5996,,,,
CODE_POINT,ucs,606b,,,,
CODE_POINT,jis208,1-55-88,,,,
RADICAL,classical,61,,,,
MISC,-,9,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,1673,,
DICTIONARY_NUMBER,nelson_n,-,-,1837,,
DICTIONARY_NUMBER,moro,4,1040,10594,,
QUERY_CODE,skip,-,1-3-6,,,
QUERY_CODE,sh_desc,-,4k6.15,,,
QUERY_CODE,four_corner,-,9702.0,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ドウ
トウ",いた.む,,,,
READING_MEANING_MEANING_ENG,"painful
fearful",,,,,
READING_MEANING_MEANING_POL,"bolesny
strachliwy
bojaźliwy
straszny",,,,,
END,恫,,,,,
,,,,,,
,,,,,,
BEGIN,螽,4979,,,,
CODE_POINT,ucs,87bd,,,,
CODE_POINT,jis208,1-74-10,,,,
RADICAL,classical,142,,,,
RADICAL,nelson_c,34,,,,
MISC,-,17,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,1165,,
DICTIONARY_NUMBER,nelson_n,-,-,5378,,
DICTIONARY_NUMBER,moro,10,0082,33519,,
QUERY_CODE,skip,-,2-3-14,,,
QUERY_CODE,sh_desc,-,4i14.1,,,
QUERY_CODE,four_corner,-,2713.6,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,シュウ,いなご,,,,
READING_MEANING_MEANING_ENG,grasshopper,,,,,
READING_MEANING_MEANING_POL,"pasikonik
konik polny",,,,,
END,螽,,,,,
,,,,,,
,,,,,,
BEGIN,梃,3153,,,,
CODE_POINT,ucs,6883,,,,
CODE_POINT,jis208,1-59-76,,,,
RADICAL,classical,75,,,,
MISC,-,11,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,2266,,
DICTIONARY_NUMBER,nelson_n,-,-,2691,,
DICTIONARY_NUMBER,moro,6,0357,14827,,
QUERY_CODE,skip,-,1-4-7,,,
QUERY_CODE,sh_desc,-,4a6.29,,,
QUERY_CODE,four_corner,-,4294.1,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"チョウ
テイ","てこ
つえ",,,,
READING_MEANING_MEANING_ENG,lever,,,,,
READING_MEANING_MEANING_POL,"dźwignia
lewarek
drążek",,,,,
END,梃,,,,,
,,,,,,
,,,,,,
BEGIN,瑨,11656,,,,
CODE_POINT,ucs,7468,,,,
CODE_POINT,jis212,1-44-37,,,,
RADICAL,classical,96,,,,
MISC,-,14,jis212|1-44-59,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,21154,,
QUERY_CODE,skip,-,1-4-10,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,シン,,,,,
READING_MEANING_MEANING_ENG,jade look alike stone,,,,,
READING_MEANING_MEANING_POL,nefryt wyglądający jak kamień,,,,,
END,瑨,,,,,
,,,,,,
,,,,,,
BEGIN,珝,8257,,,,
CODE_POINT,ucs,73dd,,,,
CODE_POINT,jis212,1-43-82,,,,
RADICAL,classical,96,,,,
MISC,-,10,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,20952,,
QUERY_CODE,skip,-,1-4-6,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ク,たま,,,,
END,珝,,,,,
,,,,,,
,,,,,,
BEGIN,怒,669,,,,
CODE_POINT,ucs,6012,,,,
CODE_POINT,jis208,1-37-60,,,,
RADICAL,classical,61,,,,
MISC,8,9,,1221,,2
MISC2,Genki kanji 2-23,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,1664,,
DICTIONARY_NUMBER,nelson_n,-,-,1820,,
DICTIONARY_NUMBER,halpern_njecd,-,-,2571,,
DICTIONARY_NUMBER,halpern_kkd,-,-,3180,,
DICTIONARY_NUMBER,halpern_kkld,-,-,1639,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,2228,,
DICTIONARY_NUMBER,heisig,-,-,703,,
DICTIONARY_NUMBER,heisig6,-,-,759,,
DICTIONARY_NUMBER,gakken,-,-,1390,,
DICTIONARY_NUMBER,oneill_names,-,-,1222,,
DICTIONARY_NUMBER,oneill_kk,-,-,1068,,
DICTIONARY_NUMBER,moro,4,0990,10439,,
DICTIONARY_NUMBER,henshall,-,-,1639,,
DICTIONARY_NUMBER,sh_kk,-,-,1596,,
DICTIONARY_NUMBER,sh_kk2,-,-,1703,,
DICTIONARY_NUMBER,jf_cards,-,-,533,,
DICTIONARY_NUMBER,tutt_cards,-,-,1253,,
DICTIONARY_NUMBER,kanji_in_context,-,-,255,,
DICTIONARY_NUMBER,kodansha_compact,-,-,778,,
DICTIONARY_NUMBER,maniette,-,-,710,,
QUERY_CODE,skip,-,2-5-4,,,
QUERY_CODE,sh_desc,-,4k5.19,,,
QUERY_CODE,four_corner,-,4733.4,,,
QUERY_CODE,deroo,-,1758,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ド
ヌ","いか.る
おこ.る",,,,
READING_MEANING_MEANING_ENG,"angry
be offended",,,,,
READING_MEANING_MEANING_POL,"złość
gniew
rozgniewanie
zezłoszczenie
bycie urażony",,,,,
END,怒,,,,,
,,,,,,
,,,,,,
BEGIN,引,370,,,,
CODE_POINT,ucs,5f15,,,,
CODE_POINT,jis208,1-16-90,,,,
RADICAL,classical,57,,,,
MISC,2,4,,218,,3
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,1562,,
DICTIONARY_NUMBER,nelson_n,-,-,1681,,
DICTIONARY_NUMBER,halpern_njecd,-,-,181,,
DICTIONARY_NUMBER,halpern_kkd,-,-,207,,
DICTIONARY_NUMBER,halpern_kkld,-,-,133,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,160,,
DICTIONARY_NUMBER,heisig,-,-,1232,,
DICTIONARY_NUMBER,heisig6,-,-,1318,,
DICTIONARY_NUMBER,gakken,-,-,238,,
DICTIONARY_NUMBER,oneill_names,-,-,144,,
DICTIONARY_NUMBER,oneill_kk,-,-,271,,
DICTIONARY_NUMBER,moro,4,0684,9699,,
DICTIONARY_NUMBER,henshall,-,-,77,,
DICTIONARY_NUMBER,sh_kk,-,-,216,,
DICTIONARY_NUMBER,sh_kk2,-,-,216,,
DICTIONARY_NUMBER,sakade,-,-,156,,
DICTIONARY_NUMBER,jf_cards,-,-,167,,
DICTIONARY_NUMBER,henshall3,-,-,81,,
DICTIONARY_NUMBER,tutt_cards,-,-,87,,
DICTIONARY_NUMBER,crowley,-,-,263,,
DICTIONARY_NUMBER,kanji_in_context,-,-,257,,
DICTIONARY_NUMBER,busy_people,-,-,3.2,,
DICTIONARY_NUMBER,kodansha_compact,-,-,605,,
DICTIONARY_NUMBER,maniette,-,-,1240,,
QUERY_CODE,skip,-,1-3-1,,,
QUERY_CODE,sh_desc,-,3h1.1,,,
QUERY_CODE,four_corner,-,1220.0,,,
QUERY_CODE,deroo,-,3554,,,
READING_MEANING_NANONI,"いな
ひき
ひけ
びき",,,,,
READING_MEANING_READING,イン,"ひ.く
ひ.ける",,,,
READING_MEANING_MEANING_ENG,"pull
tug
jerk
admit
install
quote
refer to",,,,,
READING_MEANING_MEANING_POL,"ciągnienie
szarpanie
pociąganie
przyjmowanie
dopuszczanie
instalowanie
umieszczanie
cytat
odnoszenie się do",,,,,
END,引,,,,,
,,,,,,
,,,,,,
BEGIN,懊,5452,,,,
CODE_POINT,ucs,61ca,,,,
CODE_POINT,jis208,1-56-69,,,,
RADICAL,classical,61,,,,
MISC,-,16,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,1777,,
DICTIONARY_NUMBER,nelson_n,-,-,1998,,
DICTIONARY_NUMBER,moro,4,1207,11332,,
QUERY_CODE,skip,-,1-3-13,,,
QUERY_CODE,sh_desc,-,4k13.2,,,
QUERY_CODE,four_corner,-,9703.4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,オウ,"じれった.い
なや.む",,,,
READING_MEANING_MEANING_ENG,"in distress
provoking
irritating
impatient
vexed",,,,,
READING_MEANING_MEANING_POL,"w nędzy
w potrzebie
w nieszczęściu
w cierpieniu
w rozpaczy
prowokowanie
rozdrażnianie
drażnienie
irytowanie
niecierpliwy
zirytowany",,,,,
END,懊,,,,,
,,,,,,
,,,,,,
BEGIN,滞,1674,,,,
CODE_POINT,ucs,6ede,,,,
CODE_POINT,jis208,1-34-58,,,,
RADICAL,classical,85,,,,
MISC,8,13,jis208|1-62-92,1107,,1
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,2661,,
DICTIONARY_NUMBER,nelson_n,-,-,3280,,
DICTIONARY_NUMBER,halpern_njecd,-,-,663,,
DICTIONARY_NUMBER,halpern_kkd,-,-,815,,
DICTIONARY_NUMBER,halpern_kkld,-,-,477,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,609,,
DICTIONARY_NUMBER,heisig,-,-,416,,
DICTIONARY_NUMBER,heisig6,-,-,445,,
DICTIONARY_NUMBER,gakken,-,-,1215,,
DICTIONARY_NUMBER,oneill_kk,-,-,1251,,
DICTIONARY_NUMBER,moro,7,0189,18067P,,
DICTIONARY_NUMBER,henshall,-,-,1549,,
DICTIONARY_NUMBER,sh_kk,-,-,964,,
DICTIONARY_NUMBER,sh_kk2,-,-,995,,
DICTIONARY_NUMBER,jf_cards,-,-,1492,,
DICTIONARY_NUMBER,tutt_cards,-,-,1640,,
DICTIONARY_NUMBER,kanji_in_context,-,-,1402,,
DICTIONARY_NUMBER,kodansha_compact,-,-,1234,,
DICTIONARY_NUMBER,maniette,-,-,423,,
QUERY_CODE,skip,-,1-3-10,,,
QUERY_CODE,sh_desc,-,3a10.14,,,
QUERY_CODE,four_corner,-,3412.7,,,
QUERY_CODE,deroo,-,344,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"タイ
テイ",とどこお.る,,,,
READING_MEANING_MEANING_ENG,"stagnate
be delayed
overdue
arrears",,,,,
READING_MEANING_MEANING_POL,"stagnacja
bycie w zastoju
bycie opóźniony
zaległości
zaleganie z opłatami",,,,,
END,滞,,,,,
,,,,,,
,,,,,,
BEGIN,嚬,5407,,,,
CODE_POINT,ucs,56ac,,,,
CODE_POINT,jis212,1-22-68,,,,
CODE_POINT,jis213,1-15-29,,,,
RADICAL,classical,30,,,,
MISC,-,19,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,nelson_c,-,-,1014,,
DICTIONARY_NUMBER,nelson_n,-,-,922,,
DICTIONARY_NUMBER,moro,-,-,4562,,
QUERY_CODE,skip,-,1-3-16,,,
QUERY_CODE,sh_desc,-,3d16.1,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ヒン,ひそ.める,,,,
READING_MEANING_MEANING_ENG,"frown
scowl",,,,,
READING_MEANING_MEANING_POL,"marszczenie brwi
zmarszczenie brwi
grymas
gniewne spojrzenie
krzywienie się",,,,,
END,嚬,,,,,
,,,,,,
,,,,,,
BEGIN,件,1154,,,,
CODE_POINT,ucs,4ef6,,,,
CODE_POINT,jis208,1-23-79,,,,
RADICAL,classical,9,,,,
MISC,5,6,,212,,2
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,368,,
DICTIONARY_NUMBER,nelson_n,-,-,130,,
DICTIONARY_NUMBER,halpern_njecd,-,-,51,,
DICTIONARY_NUMBER,halpern_kkd,-,-,54,,
DICTIONARY_NUMBER,halpern_kkld,-,-,35,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,35,,
DICTIONARY_NUMBER,heisig,-,-,959,,
DICTIONARY_NUMBER,heisig6,-,-,1032,,
DICTIONARY_NUMBER,gakken,-,-,290,,
DICTIONARY_NUMBER,oneill_kk,-,-,485,,
DICTIONARY_NUMBER,moro,1,0635,410,,
DICTIONARY_NUMBER,henshall,-,-,660,,
DICTIONARY_NUMBER,sh_kk,-,-,732,,
DICTIONARY_NUMBER,sh_kk2,-,-,745,,
DICTIONARY_NUMBER,sakade,-,-,598,,
DICTIONARY_NUMBER,jf_cards,-,-,306,,
DICTIONARY_NUMBER,henshall3,-,-,687,,
DICTIONARY_NUMBER,tutt_cards,-,-,657,,
DICTIONARY_NUMBER,crowley,-,-,171,,
DICTIONARY_NUMBER,kanji_in_context,-,-,482,,
DICTIONARY_NUMBER,busy_people,-,-,3.9,,
DICTIONARY_NUMBER,kodansha_compact,-,-,66,,
DICTIONARY_NUMBER,maniette,-,-,968,,
QUERY_CODE,skip,-,1-2-4,,,
QUERY_CODE,sh_desc,-,2a4.4,,,
QUERY_CODE,four_corner,-,2520.0,,,
QUERY_CODE,deroo,-,2155,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ケン,くだん,,,,
READING_MEANING_MEANING_ENG,"affair
case
matter
item",,,,,
READING_MEANING_MEANING_POL,"sprawa
kwestia
rzecz",,,,,
END,件,,,,,
,,,,,,
,,,,,,
BEGIN,絓,11939,,,,
CODE_POINT,ucs,7d53,,,,
CODE_POINT,jis212,1-51-68,,,,
CODE_POINT,jis213,1-90-03,,,,
RADICAL,classical,120,,,,
MISC,-,12,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,nelson_c,-,-,3529,,
DICTIONARY_NUMBER,nelson_n,-,-,4480,,
DICTIONARY_NUMBER,moro,-,-,27403,,
QUERY_CODE,skip,-,1-6-6,,,
QUERY_CODE,sh_desc,-,6a6.3,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"カイ
ゲ
カ
ワ","か.かる
つむぎ",,,,
READING_MEANING_MEANING_ENG,"catch on something
obstructed
hindered",,,,,
READING_MEANING_MEANING_POL,"zaczepianie się o
zablokowany
zatamowany
powstrzymany
utrudniany",,,,,
END,絓,,,,,
,,,,,,
,,,,,,
BEGIN,衘,6289,,,,
CODE_POINT,ucs,8858,,,,
CODE_POINT,jis212,1-60-14,,,,
CODE_POINT,jis213,2-88-06,,,,
RADICAL,classical,144,,,,
MISC,-,13,jis208|1-78-82,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,34052,,
QUERY_CODE,skip,-,1-3-10,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,カン,くつわ,,,,
END,衘,,,,,
,,,,,,
,,,,,,
BEGIN,崱,7228,,,,
CODE_POINT,ucs,5d31,,,,
CODE_POINT,jis212,1-27-43,,,,
CODE_POINT,jis213,2-08-51,,,,
RADICAL,classical,46,,,,
MISC,-,12,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,8239,,
QUERY_CODE,skip,-,2-3-9,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ショク
ジキ",,,,,
READING_MEANING_MEANING_ENG,lofty,,,,,
READING_MEANING_MEANING_POL,"szczytny
wniosły
wyniosły
doniosły
wysoki",,,,,
END,崱,,,,,
,,,,,,
,,,,,,
BEGIN,晾,10784,,,,
CODE_POINT,ucs,667e,,,,
CODE_POINT,jis212,1-34-35,,,,
RADICAL,classical,72,,,,
MISC,-,12,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,13984,,
QUERY_CODE,skip,-,1-4-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,リョウ,さらす,,,,
READING_MEANING_MEANING_ENG,"air dry
sun dry",,,,,
READING_MEANING_MEANING_POL,"suszenie na powietrzu
suszenie na słońcu",,,,,
END,晾,,,,,
,,,,,,
,,,,,,
BEGIN,㯃,12667,,,,
CODE_POINT,ucs,3BC3,,,,
CODE_POINT,jis213,1-86-01,,,,
RADICAL,classical,75,,,,
MISC,-,15,,-,,-
MISC2,,false,,,,
QUERY_CODE,skip,-,1-4-11,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,,,,,,
READING_MEANING_MEANING_ENG,"the varnish tree
paint
lacquer
varinish
to paint or varinish
black
sticky",,,,,
READING_MEANING_MEANING_POL,"???
farba
lakier
malowanie lub lakierowanie
czarny
kleisty
lepki",,,,,
END,㯃,,,,,
,,,,,,
,,,,,,
BEGIN,鰦,7002,,,,
CODE_POINT,ucs,9c26,,,,
CODE_POINT,jis212,1-75-18,,,,
RADICAL,classical,195,,,,
MISC,-,21,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,46383,,
QUERY_CODE,skip,-,1-11-10,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,シ,はや,,,,
END,鰦,,,,,
,,,,,,
,,,,,,
BEGIN,莄,6547,,,,
CODE_POINT,ucs,8384,,,,
CODE_POINT,jis212,1-56-05,,,,
RADICAL,classical,140,,,,
MISC,-,10,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,31023,,
QUERY_CODE,skip,-,2-3-7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"コウ
キョウ",,,,,
END,莄,,,,,
,,,,,,
,,,,,,
BEGIN,鼖,10049,,,,
CODE_POINT,ucs,9f16,,,,
CODE_POINT,jis212,1-77-11,,,,
RADICAL,classical,207,,,,
MISC,-,19,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,48344,,
QUERY_CODE,skip,-,2-6-13,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,フン,つつみうつ,,,,
READING_MEANING_MEANING_ENG,drum,,,,,
READING_MEANING_MEANING_POL,bęben,,,,,
END,鼖,,,,,
,,,,,,
,,,,,,
BEGIN,絆,1159,,,,
CODE_POINT,ucs,7d46,,,,
CODE_POINT,jis208,1-69-11,,,,
RADICAL,classical,120,,,,
MISC,9,11,jis212|1-71-32,2220,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,3515,,
DICTIONARY_NUMBER,nelson_n,-,-,4464,,
DICTIONARY_NUMBER,halpern_kkd,-,-,1686,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,1217,,
DICTIONARY_NUMBER,heisig,-,-,2658,,
DICTIONARY_NUMBER,heisig6,-,-,2700,,
DICTIONARY_NUMBER,moro,8,1031,27376,,
QUERY_CODE,skip,-,1-6-5,,,
QUERY_CODE,sh_desc,-,6a5.6,,,
QUERY_CODE,four_corner,-,2995.0,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ハン,"きずな
ほだ.す
つな.ぐ",,,,
READING_MEANING_MEANING_ENG,"bonds
fetters",,,,,
READING_MEANING_MEANING_POL,"łańcuchy
kajdany
okowy
pęta",,,,,
END,絆,,,,,
,,,,,,
,,,,,,
BEGIN,鞲,10748,,,,
CODE_POINT,ucs,97b2,,,,
CODE_POINT,jis212,1-71-47,,,,
CODE_POINT,jis213,2-92-09,,,,
RADICAL,classical,177,,,,
MISC,-,19,jis212|1-71-71,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,42963,,
QUERY_CODE,skip,-,1-9-10,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"コウ
ク",ゆごて,,,,
READING_MEANING_MEANING_ENG,leather arm guard,,,,,
READING_MEANING_MEANING_POL,skórzana osłona ramienia,,,,,
END,鞲,,,,,
,,,,,,
,,,,,,
BEGIN,躉,8923,,,,
CODE_POINT,ucs,8e89,,,,
CODE_POINT,jis212,1-64-35,,,,
RADICAL,classical,157,,,,
MISC,-,20,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,37931,,
QUERY_CODE,skip,-,2-3-17,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,トン,はしけ,,,,
READING_MEANING_MEANING_ENG,"sell or buy wholesale
store",,,,,
READING_MEANING_MEANING_POL,"hurtowa sprzedaż lub kupno
sklep",,,,,
END,躉,,,,,
,,,,,,
,,,,,,
BEGIN,蛞,4373,,,,
CODE_POINT,ucs,86de,,,,
CODE_POINT,jis208,1-73-61,,,,
RADICAL,classical,142,,,,
MISC,-,12,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,4133,,
DICTIONARY_NUMBER,nelson_n,-,-,5309,,
DICTIONARY_NUMBER,moro,10,0025,33008,,
QUERY_CODE,skip,-,1-6-6,,,
QUERY_CODE,sh_desc,-,6d6.6,,,
QUERY_CODE,four_corner,-,5216.4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,カツ,,,,,
READING_MEANING_MEANING_ENG,kind of slug,,,,,
READING_MEANING_MEANING_POL,rodzaj ślimaka,,,,,
END,蛞,,,,,
,,,,,,
,,,,,,
BEGIN,皈,8166,,,,
CODE_POINT,ucs,7688,,,,
CODE_POINT,jis208,1-66-07,,,,
RADICAL,classical,106,,,,
MISC,-,9,"jis208|1-21-02
jis208|1-61-37
nelson_c|1582",-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,nelson_c,-,-,3098,,
DICTIONARY_NUMBER,nelson_n,-,-,3868,,
DICTIONARY_NUMBER,halpern_kkd,-,-,1455,,
DICTIONARY_NUMBER,moro,8,0083,22705,,
QUERY_CODE,skip,-,1-5-4,,,
QUERY_CODE,sh_desc,-,2f8.8,,,
QUERY_CODE,four_corner,-,2164.7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,キ,"かえ.る
かえ.す
おく.る
とつ.ぐ",,,,
READING_MEANING_MEANING_ENG,"homecoming
arrive at
lead to
result in",,,,,
