,,,,,,
,,,,,,
BEGIN,彠,7322,,,,
CODE_POINT,ucs,5f60,,,,
CODE_POINT,jis212,1-28-91,,,,
RADICAL,classical,58,,,,
MISC,-,26,jis212|1-56-78,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,9960,,
QUERY_CODE,skip,-,1-14-12,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ワク
カク
キャク
ヤク","はか.る
ものさし
のり",,,,
END,彠,,,,,
,,,,,,
,,,,,,
BEGIN,彣,7323,,,,
CODE_POINT,ucs,5f63,,,,
CODE_POINT,jis212,1-28-92,,,,
CODE_POINT,jis213,2-12-19,,,,
RADICAL,classical,59,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,9971,,
QUERY_CODE,skip,-,1-4-3,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ブン
モン",あや,,,,
END,彣,,,,,
,,,,,,
,,,,,,
BEGIN,彵,7327,,,,
CODE_POINT,ucs,5f75,,,,
CODE_POINT,jis212,1-29-04,,,,
RADICAL,classical,60,,,,
MISC,-,6,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10044,,
QUERY_CODE,skip,-,1-3-3,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,タ,しずかにゆ.く,,,,
END,彵,,,,,
,,,,,,
,,,,,,
BEGIN,彺,7326,,,,
CODE_POINT,ucs,5f7a,,,,
CODE_POINT,jis212,1-29-06,,,,
RADICAL,classical,60,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10058,,
QUERY_CODE,skip,-,1-3-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,オウ,いそぎゆ.く,,,,
END,彺,,,,,
,,,,,,
,,,,,,
BEGIN,徝,7390,,,,
CODE_POINT,ucs,5f9d,,,,
CODE_POINT,jis212,1-29-14,,,,
RADICAL,classical,60,,,,
MISC,-,11,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,oneill_names,-,-,1568,,
DICTIONARY_NUMBER,moro,-,-,10151,,
QUERY_CODE,skip,-,1-3-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"チ
チョク
チキ","ほどこ.す
のぼ.る",,,,
END,徝,,,,,
,,,,,,
,,,,,,
BEGIN,徢,7393,,,,
CODE_POINT,ucs,5fa2,,,,
CODE_POINT,jis212,1-29-15,,,,
CODE_POINT,jis213,2-12-23,,,,
RADICAL,classical,60,,,,
MISC,-,11,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10161,,
QUERY_CODE,skip,-,1-3-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ショウ,,,,,
END,徢,,,,,
,,,,,,
,,,,,,
BEGIN,徤,7395,,,,
CODE_POINT,ucs,5fa4,,,,
CODE_POINT,jis212,1-29-18,,,,
CODE_POINT,jis213,2-12-24,,,,
RADICAL,classical,60,,,,
MISC,-,12,jis208|1-23-82,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,0,,
QUERY_CODE,skip,-,1-3-9,,,
READING_MEANING_NANONI,たけし,,,,,
READING_MEANING_READING,ケン,すこ.やか,,,,
END,徤,,,,,
,,,,,,
,,,,,,
BEGIN,徰,7401,,,,
CODE_POINT,ucs,5fb0,,,,
CODE_POINT,jis212,1-29-21,,,,
RADICAL,classical,60,,,,
MISC,-,13,jis208|1-32-12,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10210,,
QUERY_CODE,skip,-,1-3-10,,,
READING_MEANING_NANONI,いく,,,,,
READING_MEANING_READING,セイ,,,,,
END,徰,,,,,
,,,,,,
,,,,,,
BEGIN,徸,7403,,,,
CODE_POINT,ucs,5fb8,,,,
CODE_POINT,jis212,1-29-23,,,,
CODE_POINT,jis213,2-12-25,,,,
RADICAL,classical,60,,,,
MISC,-,15,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10244,,
QUERY_CODE,skip,-,1-3-12,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ショウ
シュ",い.く,,,,
END,徸,,,,,
,,,,,,
,,,,,,
BEGIN,忨,7370,,,,
CODE_POINT,ucs,5fe8,,,,
CODE_POINT,jis212,1-29-37,,,,
RADICAL,classical,61,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10365,,
QUERY_CODE,skip,-,1-3-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ガン,むさぼ.る,,,,
END,忨,,,,,
,,,,,,
,,,,,,
BEGIN,忶,7373,,,,
CODE_POINT,ucs,5ff6,,,,
CODE_POINT,jis212,1-29-46,,,,
RADICAL,classical,61,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10391,,
QUERY_CODE,skip,-,1-3-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"コン
ウン","もだ.える
まよ.う",,,,
END,忶,,,,,
,,,,,,
,,,,,,
BEGIN,忺,7379,,,,
CODE_POINT,ucs,5ffa,,,,
CODE_POINT,jis212,1-29-47,,,,
RADICAL,classical,61,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10400,,
QUERY_CODE,skip,-,1-3-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ケン
コン",のぞ.む,,,,
END,忺,,,,,
,,,,,,
,,,,,,
BEGIN,怇,7855,,,,
CODE_POINT,ucs,6007,,,,
CODE_POINT,jis212,1-29-49,,,,
RADICAL,classical,61,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10424,,
QUERY_CODE,skip,-,1-3-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"キョ
ゴ
キョウ",あなど.る,,,,
END,怇,,,,,
,,,,,,
,,,,,,
BEGIN,怓,7856,,,,
CODE_POINT,ucs,6013,,,,
CODE_POINT,jis212,1-29-52,,,,
RADICAL,classical,61,,,,
MISC,-,8,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10441,,
QUERY_CODE,skip,-,1-3-5,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ドウ
ニョウ
ニュ",みだ.れる,,,,
END,怓,,,,,
,,,,,,
,,,,,,
BEGIN,怟,7857,,,,
CODE_POINT,ucs,601f,,,,
CODE_POINT,jis212,1-29-57,,,,
RADICAL,classical,61,,,,
MISC,-,8,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10468,,
QUERY_CODE,skip,-,1-3-5,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"テイ
タイ",もだ.える,,,,
END,怟,,,,,
,,,,,,
,,,,,,
BEGIN,恀,7848,,,,
CODE_POINT,ucs,6040,,,,
CODE_POINT,jis212,1-29-62,,,,
RADICAL,classical,61,,,,
MISC,-,9,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10514,,
QUERY_CODE,skip,-,1-3-6,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,シ,たの.む,,,,
END,恀,,,,,
,,,,,,
,,,,,,
BEGIN,恈,7850,,,,
CODE_POINT,ucs,6048,,,,
CODE_POINT,jis212,1-29-64,,,,
RADICAL,classical,61,,,,
MISC,-,9,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10530,,
QUERY_CODE,skip,-,1-3-6,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ボウ
ム",むさぼりおしむ,,,,
END,恈,,,,,
,,,,,,
,,,,,,
BEGIN,恗,7851,,,,
CODE_POINT,ucs,6057,,,,
CODE_POINT,jis212,1-29-70,,,,
RADICAL,classical,61,,,,
MISC,-,9,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10563,,
QUERY_CODE,skip,-,1-3-6,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"コ
ク
カ
ケ","おそ.れる
うれ.える
ほこ.る",,,,
END,恗,,,,,
,,,,,,
,,,,,,
BEGIN,恾,7854,,,,
CODE_POINT,ucs,607e,,,,
CODE_POINT,jis212,1-29-75,,,,
RADICAL,classical,61,,,,
MISC,-,10,jis208|1-43-27,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10620,,
QUERY_CODE,skip,-,1-3-7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ボウ
モウ","いそが.しい
せわ.しい
おそ.れる
うれ.える",,,,
END,恾,,,,,
,,,,,,
,,,,,,
BEGIN,悂,7841,,,,
CODE_POINT,ucs,6082,,,,
CODE_POINT,jis212,1-29-77,,,,
RADICAL,classical,61,,,,
MISC,-,10,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10624,,
QUERY_CODE,skip,-,1-3-7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ヒ
ヘイ","あやま.る
つつし.む",,,,
END,悂,,,,,
,,,,,,
,,,,,,
BEGIN,悓,7843,,,,
CODE_POINT,ucs,6093,,,,
CODE_POINT,jis212,1-29-83,,,,
RADICAL,classical,61,,,,
MISC,-,10,jis208|1-48-55,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10658,,
QUERY_CODE,skip,-,1-3-7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ケン,"たと.える
うかが.う",,,,
END,悓,,,,,
,,,,,,
,,,,,,
BEGIN,悘,7842,,,,
CODE_POINT,ucs,6098,,,,
CODE_POINT,jis212,1-29-85,,,,
RADICAL,classical,61,,,,
MISC,-,11,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10666,,
QUERY_CODE,skip,-,2-7-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"イ
エイ","つまび.らか
うやうや.しい",,,,
END,悘,,,,,
,,,,,,
,,,,,,
BEGIN,悢,7845,,,,
CODE_POINT,ucs,60a2,,,,
CODE_POINT,jis212,1-29-88,,,,
RADICAL,classical,61,,,,
MISC,-,10,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10690,,
QUERY_CODE,skip,-,1-3-7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"リョウ
コウ",かな.しむ,,,,
END,悢,,,,,
,,,,,,
,,,,,,
BEGIN,悥,7844,,,,
CODE_POINT,ucs,60a5,,,,
CODE_POINT,jis212,1-29-90,,,,
RADICAL,classical,61,,,,
MISC,-,11,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10695,,
QUERY_CODE,skip,-,2-7-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"オク
ヨク",み.ちる,,,,
END,悥,,,,,
,,,,,,
,,,,,,
BEGIN,悷,7847,,,,
CODE_POINT,ucs,60b7,,,,
CODE_POINT,jis212,1-29-94,,,,
RADICAL,classical,61,,,,
MISC,-,11,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10732,,
QUERY_CODE,skip,-,1-3-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"レイ
ライ
リ",かな.しむ,,,,
END,悷,,,,,
,,,,,,
,,,,,,
BEGIN,惂,7835,,,,
CODE_POINT,ucs,60c2,,,,
CODE_POINT,jis212,1-30-03,,,,
RADICAL,classical,61,,,,
MISC,-,11,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10751,,
QUERY_CODE,skip,-,1-3-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"カン
コン",うれえくるしむ,,,,
END,惂,,,,,
,,,,,,
,,,,,,
BEGIN,惉,7834,,,,
CODE_POINT,ucs,60c9,,,,
CODE_POINT,jis212,1-30-06,,,,
RADICAL,classical,61,,,,
MISC,-,12,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10762,,
QUERY_CODE,skip,-,2-8-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,セン,やぶ.れる,,,,
END,惉,,,,,
,,,,,,
,,,,,,
BEGIN,惞,7836,,,,
CODE_POINT,ucs,60de,,,,
CODE_POINT,jis212,1-30-16,,,,
RADICAL,classical,61,,,,
MISC,-,11,"jis208|1-22-53
jis212|1-17-39",-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10818,,
QUERY_CODE,skip,-,1-3-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"キン
コン",よろこ.ぶ,,,,
END,惞,,,,,
,,,,,,
,,,,,,
BEGIN,愌,7890,,,,
CODE_POINT,ucs,610c,,,,
CODE_POINT,jis212,1-30-27,,,,
RADICAL,classical,61,,,,
MISC,-,12,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10918,,
QUERY_CODE,skip,-,1-3-9,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,カン,はびこ.る,,,,
END,愌,,,,,
,,,,,,
,,,,,,
BEGIN,愖,7884,,,,
CODE_POINT,ucs,6116,,,,
CODE_POINT,jis212,1-30-33,,,,
RADICAL,classical,61,,,,
MISC,-,12,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10940,,
QUERY_CODE,skip,-,1-3-9,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"シン
タン
トン","まこと
たの.しむ",,,,
END,愖,,,,,
,,,,,,
,,,,,,
BEGIN,愗,7883,,,,
CODE_POINT,ucs,6117,,,,
CODE_POINT,jis212,1-30-34,,,,
RADICAL,classical,61,,,,
MISC,-,13,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,10942,,
QUERY_CODE,skip,-,2-9-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ボウ
モ","おろ.か
やぶさか",,,,
END,愗,,,,,
,,,,,,
,,,,,,
BEGIN,愵,7892,,,,
CODE_POINT,ucs,6135,,,,
CODE_POINT,jis212,1-30-43,,,,
RADICAL,classical,61,,,,
MISC,-,13,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11011,,
QUERY_CODE,skip,-,1-3-10,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"デキ
ニャク",うれ.える,,,,
END,愵,,,,,
,,,,,,
,,,,,,
BEGIN,慸,7880,,,,
CODE_POINT,ucs,6178,,,,
CODE_POINT,jis212,1-30-55,,,,
RADICAL,classical,61,,,,
MISC,-,15,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11147,,
QUERY_CODE,skip,-,2-11-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"テイ
セイ
タイ","たか.い
きわ.まる
おと.る",,,,
END,慸,,,,,
,,,,,,
,,,,,,
BEGIN,慻,7879,,,,
CODE_POINT,ucs,617b,,,,
CODE_POINT,jis212,1-30-56,,,,
RADICAL,classical,61,,,,
MISC,-,14,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11157,,
QUERY_CODE,skip,-,1-3-11,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ケン,かえり.みる,,,,
END,慻,,,,,
,,,,,,
,,,,,,
BEGIN,慿,7881,,,,
CODE_POINT,ucs,617f,,,,
CODE_POINT,jis212,1-30-58,,,,
RADICAL,classical,61,,,,
MISC,-,15,jis208|1-56-65,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11164,,
QUERY_CODE,skip,-,2-11-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ヒョウ,"つ.く
つか.れる
よ.る
たの.む",,,,
END,慿,,,,,
,,,,,,
,,,,,,
BEGIN,憗,7872,,,,
CODE_POINT,ucs,6197,,,,
CODE_POINT,jis212,1-30-67,,,,
CODE_POINT,jis213,2-12-72,,,,
RADICAL,classical,61,,,,
MISC,-,16,jis208|1-56-59,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11216,,
QUERY_CODE,skip,-,2-12-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,キン,なまじ.い,,,,
END,憗,,,,,
,,,,,,
,,,,,,
BEGIN,憟,7871,,,,
CODE_POINT,ucs,619f,,,,
CODE_POINT,jis212,1-30-71,,,,
RADICAL,classical,61,,,,
MISC,-,15,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11228,,
QUERY_CODE,skip,-,1-3-12,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ショク
ソク",へつら.う,,,,
END,憟,,,,,
,,,,,,
,,,,,,
BEGIN,憠,7876,,,,
CODE_POINT,ucs,61a0,,,,
CODE_POINT,jis212,1-30-72,,,,
RADICAL,classical,61,,,,
MISC,-,16,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11231,,
QUERY_CODE,skip,-,2-12-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ケツ,つよ.い,,,,
END,憠,,,,,
,,,,,,
,,,,,,
BEGIN,憥,7875,,,,
CODE_POINT,ucs,61a5,,,,
CODE_POINT,jis212,1-30-73,,,,
CODE_POINT,jis213,2-12-74,,,,
RADICAL,classical,61,,,,
MISC,-,16,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11240,,
QUERY_CODE,skip,-,2-12-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ロウ,くる.しむ,,,,
END,憥,,,,,
,,,,,,
,,,,,,
BEGIN,憼,7874,,,,
CODE_POINT,ucs,61bc,,,,
CODE_POINT,jis212,1-30-79,,,,
CODE_POINT,jis213,1-84-63,,,,
RADICAL,classical,61,,,,
MISC,-,17,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11308,,
QUERY_CODE,skip,-,2-13-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ケイ
キョウ
コウ",つつし.む,,,,
END,憼,,,,,
,,,,,,
,,,,,,
BEGIN,懀,7862,,,,
CODE_POINT,ucs,61c0,,,,
CODE_POINT,jis212,1-30-80,,,,
RADICAL,classical,61,,,,
MISC,-,16,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11317,,
QUERY_CODE,skip,-,1-3-13,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ワイ
エ
ワツ
ワチ","にく.む
もだ.える",,,,
END,懀,,,,,
,,,,,,
,,,,,,
BEGIN,懁,7861,,,,
CODE_POINT,ucs,61c1,,,,
CODE_POINT,jis212,1-30-81,,,,
RADICAL,classical,61,,,,
MISC,-,16,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11319,,
QUERY_CODE,skip,-,1-3-13,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ケン
カン",はげ.しい,,,,
END,懁,,,,,
,,,,,,
,,,,,,
BEGIN,懎,7860,,,,
CODE_POINT,ucs,61ce,,,,
CODE_POINT,jis212,1-30-83,,,,
RADICAL,classical,61,,,,
MISC,-,16,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11337,,
QUERY_CODE,skip,-,1-3-13,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ショク
シキ","うら.む
かな.しむ",,,,
END,懎,,,,,
,,,,,,
,,,,,,
BEGIN,懏,7859,,,,
CODE_POINT,ucs,61cf,,,,
CODE_POINT,jis212,1-30-84,,,,
RADICAL,classical,61,,,,
MISC,-,16,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11338,,
QUERY_CODE,skip,-,1-3-13,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,シュン,さとい,,,,
END,懏,,,,,
,,,,,,
,,,,,,
BEGIN,懞,7858,,,,
CODE_POINT,ucs,61de,,,,
CODE_POINT,jis212,1-30-88,,,,
RADICAL,classical,61,,,,
MISC,-,17,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11375,,
QUERY_CODE,skip,-,1-3-14,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ボウ
ム",あつ.い,,,,
END,懞,,,,,
,,,,,,
,,,,,,
BEGIN,懡,7869,,,,
CODE_POINT,ucs,61e1,,,,
CODE_POINT,jis212,1-30-90,,,,
RADICAL,classical,61,,,,
MISC,-,17,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11379,,
QUERY_CODE,skip,-,1-3-14,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"バ
マ",,,,,
END,懡,,,,,
,,,,,,
,,,,,,
BEGIN,懢,7868,,,,
CODE_POINT,ucs,61e2,,,,
CODE_POINT,jis212,1-30-91,,,,
RADICAL,classical,61,,,,
MISC,-,17,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11382,,
QUERY_CODE,skip,-,1-3-14,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ラン
カン
ゲン","むさぼ.る
すこ.やか",,,,
END,懢,,,,,
,,,,,,
,,,,,,
BEGIN,懧,7870,,,,
CODE_POINT,ucs,61e7,,,,
CODE_POINT,jis212,1-30-92,,,,
RADICAL,classical,61,,,,
MISC,-,17,jis208|1-56-79,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11395,,
QUERY_CODE,skip,-,1-3-14,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ダ
ジュ
ゼン",よわ.い,,,,
END,懧,,,,,
,,,,,,
,,,,,,
BEGIN,懩,7864,,,,
CODE_POINT,ucs,61e9,,,,
CODE_POINT,jis212,1-30-93,,,,
RADICAL,classical,61,,,,
MISC,-,17,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11400,,
QUERY_CODE,skip,-,1-3-14,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ヨウ,ねが.う,,,,
END,懩,,,,,
,,,,,,
,,,,,,
BEGIN,懬,7867,,,,
CODE_POINT,ucs,61ec,,,,
CODE_POINT,jis212,1-31-01,,,,
RADICAL,classical,61,,,,
MISC,-,19,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11408,,
QUERY_CODE,skip,-,2-15-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,コウ,"ひろ.い
おお.きい
むな.しい
つよ.い",,,,
END,懬,,,,,
,,,,,,
,,,,,,
BEGIN,懭,7866,,,,
CODE_POINT,ucs,61ed,,,,
CODE_POINT,jis212,1-31-02,,,,
RADICAL,classical,61,,,,
MISC,-,18,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11409,,
QUERY_CODE,skip,-,1-3-15,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,コウ,うら.む,,,,
END,懭,,,,,
,,,,,,
,,,,,,
BEGIN,懯,7865,,,,
CODE_POINT,ucs,61ef,,,,
CODE_POINT,jis212,1-31-03,,,,
RADICAL,classical,61,,,,
MISC,-,19,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11417,,
QUERY_CODE,skip,-,2-15-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,フ,おも.う,,,,
END,懯,,,,,
,,,,,,
,,,,,,
BEGIN,戃,7808,,,,
CODE_POINT,ucs,6203,,,,
CODE_POINT,jis212,1-31-05,,,,
RADICAL,classical,61,,,,
MISC,-,23,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11514,,
QUERY_CODE,skip,-,1-3-20,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"トウ
ショウ",おどろ.く,,,,
END,戃,,,,,
,,,,,,
,,,,,,
BEGIN,戓,7810,,,,
CODE_POINT,ucs,6213,,,,
CODE_POINT,jis212,1-31-08,,,,
RADICAL,classical,62,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11549,,
QUERY_CODE,skip,-,3-4-3,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,カ,,,,,
END,戓,,,,,
,,,,,,
,,,,,,
BEGIN,戫,7807,,,,
CODE_POINT,ucs,622b,,,,
CODE_POINT,jis212,1-31-16,,,,
RADICAL,classical,62,,,,
MISC,-,14,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11640,,
QUERY_CODE,skip,-,1-6-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ヨク
イキ",はや.い,,,,
END,戫,,,,,
,,,,,,
,,,,,,
BEGIN,扜,7804,,,,
CODE_POINT,ucs,625c,,,,
CODE_POINT,jis212,1-31-30,,,,
RADICAL,classical,64,,,,
MISC,-,6,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11799,,
QUERY_CODE,skip,-,1-3-3,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ウ
ク",さしまね.く,,,,
END,扜,,,,,
,,,,,,
,,,,,,
BEGIN,扺,7802,,,,
CODE_POINT,ucs,627a,,,,
CODE_POINT,jis212,1-31-35,,,,
RADICAL,classical,64,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11846,,
QUERY_CODE,skip,-,1-3-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"シ
テイ","あ.たる
あ.てる",,,,
END,扺,,,,,
,,,,,,
,,,,,,
BEGIN,抏,7796,,,,
CODE_POINT,ucs,628f,,,,
CODE_POINT,jis212,1-31-39,,,,
RADICAL,classical,64,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11881,,
QUERY_CODE,skip,-,1-3-4,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ガン,くじく,,,,
END,抏,,,,,
,,,,,,
,,,,,,
BEGIN,抦,7791,,,,
CODE_POINT,ucs,62a6,,,,
CODE_POINT,jis212,1-31-41,,,,
CODE_POINT,jis213,2-13-02,,,,
RADICAL,classical,64,,,,
MISC,-,8,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11903,,
QUERY_CODE,skip,-,1-3-5,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ヘイ
ヒョウ",も.つ,,,,
END,抦,,,,,
,,,,,,
,,,,,,
BEGIN,抳,7794,,,,
CODE_POINT,ucs,62b3,,,,
CODE_POINT,jis212,1-31-43,,,,
RADICAL,classical,64,,,,
MISC,-,8,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11919,,
QUERY_CODE,skip,-,1-3-5,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ジ
ニ
デイ
ナイ",と.まる,,,,
END,抳,,,,,
,,,,,,
,,,,,,
BEGIN,抷,7795,,,,
CODE_POINT,ucs,62b7,,,,
CODE_POINT,jis212,1-31-45,,,,
RADICAL,classical,64,,,,
MISC,-,8,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,11923,,
QUERY_CODE,skip,-,1-3-5,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ヒ,ひら.く,,,,
END,抷,,,,,
,,,,,,
,,,,,,
BEGIN,抺,7792,,,,
CODE_POINT,ucs,62ba,,,,
CODE_POINT,jis212,1-31-46,,,,
RADICAL,classical,64,,,,
MISC,-,8,,-,,-
MISC2,,false,,,,
